@relation mobile_gt
@attribute srcport numeric
@attribute proto numeric
@attribute dstport numeric
@attribute inTotalpkts numeric
@attribute inTotalsize numeric
@attribute inMinsize numeric
@attribute inMaxsize numeric
@attribute inMeansize numeric
@attribute inStdsize numeric
@attribute inKurtosisSize numeric
@attribute inSkewnessSize numeric
@attribute inStandardErrorSize numeric
@attribute inMiniat numeric
@attribute inMaxiat numeric
@attribute inMeaniat numeric
@attribute inStdiat numeric
@attribute inDuration numeric
@attribute outTotalpkts numeric
@attribute outTotalsize numeric
@attribute outMinsize numeric
@attribute outMaxsize numeric
@attribute outMeansize numeric
@attribute outStdsize numeric
@attribute outKurtosisSize numeric
@attribute outSkewnessSize numeric
@attribute outStandardErrorSize numeric
@attribute outMiniat numeric
@attribute outMaxiat numeric
@attribute outMeaniat numeric
@attribute outStdiat numeric
@attribute outDuration numeric
@attribute behavior {chat,browser,video,search}
@data
48232,6,443,13,5113,40,1400,393.30769,521.43639,-0.30104,1.18932,144.62043,0.000001,6.374434,0.58503,1.74696,7.020404,14,4504,40,1400,321.71429,496.62021,0.68484,1.6081,132.72733,0.000028,6.198831,0.54832,1.63359,7.128174,chat
48006,6,443,19,5400,40,1400,284.21053,460.13483,1.39757,1.77696,105.56217,0.000015,1.999994,0.27668,0.47904,4.98024,18,5729,40,1400,318.27778,485.23291,0.47336,1.52281,114.37049,0.000028,3.820304,0.29982,0.88358,5.097015,chat
49486,6,80,5,663,40,483,132.6,175.37115,1.05005,1.866,78.42836,0.000047,0.215937,0.10061,0.09698,0.402446,5,1184,40,1004,236.8,383.6782,1.05993,1.8731,171.58611,0.001436,0.21291,0.10057,0.09889,0.402265,chat
44680,6,443,12,5060,40,1400,421.66667,532.84931,-0.56185,1.06455,153.82035,0.000001,15.457834,1.46236,4.42633,16.08601,15,5268,40,1400,351.2,529.97776,0.3606,1.53034,136.83967,0.000011,15.260703,1.15638,3.91269,16.189297,chat
39951,6,443,13,1258,40,336,96.76923,73.4702,6.45308,2.76269,20.37697,0.000021,49.514681,5.20595,13.45082,62.471444,7,838,40,530,119.71429,167.83131,2.98471,2.36167,63.43427,0.000109,0.48588,0.19443,0.16494,1.166574,chat
44817,6,80,19,6910,40,1400,363.68421,463.89394,0.50886,1.44269,106.42457,0.000002,44.336184,2.51441,10.14422,45.259338,20,1758,40,738,87.9,151.84528,14.69167,4.11054,33.95364,0.000004,44.213982,2.38743,9.85955,45.361159,chat
48052,6,443,12,1399,40,611,116.58333,159.3646,5.4696,2.65845,46.0046,0.000021,5.233046,0.89162,1.61915,9.807791,13,4789,40,1400,368.38462,511.18844,0.01536,1.31996,141.77816,0.000003,5.035981,0.824,1.53586,9.888035,chat
48306,6,443,15,5304,40,1400,353.6,495.56995,0.26296,1.41541,127.95561,0.000001,120.000048,8.82666,30.83637,123.573199,11,4269,40,1400,388.09091,531.20608,-0.17976,1.28145,160.16466,0.000104,0.414595,0.09687,0.11867,0.968749,chat
45126,6,443,14,1311,40,611,93.64286,148.89575,8.24324,3.21252,39.79406,0.000013,10.092945,1.40572,2.80603,18.274413,11,4553,40,1400,413.90909,520.97574,-0.25403,1.17074,157.0801,0.000009,12.476495,1.82745,3.80061,18.274464,chat
37997,6,80,104,129510,40,1400,1245.28846,406.19992,3.87453,-2.38798,39.83118,0,44.419818,0.44192,4.35466,45.517499,101,5222,40,466,51.70297,42.66878,85.92711,9.1782,4.2457,0.000001,44.330206,0.45647,4.40978,45.64718,chat
43000,6,443,18,1722,40,392,95.66667,102.24209,3.81842,2.3804,24.09869,0.000013,1.563852,0.22048,0.39334,3.748147,15,3666,40,1400,244.4,456.78541,2.88077,2.24569,117.94148,0.000022,3.315394,0.27495,0.84489,3.849265,chat
46617,6,443,15,7778,40,1304,518.53333,536.7897,-1.3708,0.56427,138.5985,0.000016,90.312186,8.25159,23.00989,115.522306,7,3840,40,1400,548.57143,563.8244,-0.95168,0.79302,213.10559,0.000038,0.366466,0.12574,0.13929,0.754413,chat
48196,6,443,16,7660,40,1400,478.75,537.4411,-0.93719,0.82574,134.36028,0.000001,5.782486,0.46391,1.42781,6.958656,19,5278,40,1400,277.78947,487.86232,1.70416,1.9478,111.92329,0.000005,5.704254,0.39182,1.29602,7.052739,chat
48256,6,443,13,5101,40,1400,392.38462,522.05003,-0.30306,1.18833,144.79063,0.000001,11.665673,1.02833,3.20822,12.339968,16,5130,40,1400,320.625,520.53661,0.75244,1.67748,130.13415,0.000019,11.484615,0.83,2.84875,12.449982,chat
47992,6,443,26,16108,40,1400,619.53846,617.0285,-1.76437,0.3314,121.00924,0.000001,119.520305,5.00419,23.38025,125.104772,16,4202,40,1400,262.625,449.14055,2.53997,2.10248,112.28514,0.000002,1.615631,0.17161,0.39481,2.574178,chat
44674,6,443,11,5020,40,1400,456.36364,543.40915,-0.80871,0.92771,163.84402,0.000001,17.091284,1.77247,5.10684,17.724674,14,4451,40,1400,317.92857,490.51306,0.84738,1.65033,131.09513,0.000015,16.911884,1.3719,4.48674,17.834697,chat
48194,6,443,12,5061,40,1400,421.75,532.95155,-0.56313,1.0642,153.84986,0.000001,17.095636,1.61189,4.89697,17.730764,14,4491,40,1400,320.78571,497.00462,0.68546,1.60795,132.83007,0.000002,16.889499,1.37177,4.48035,17.833023,chat
48252,6,443,12,5060,40,1400,421.66667,532.84931,-0.56185,1.06455,153.82035,0.000001,10.880501,1.04133,3.11229,11.454675,14,4491,40,1400,320.78571,497.00462,0.68546,1.60795,132.83007,0.000172,10.708388,0.88904,2.83585,11.557457,chat
44634,6,443,12,5061,40,1400,421.75,532.95155,-0.56313,1.0642,153.84986,0.000001,12.663314,1.2086,3.62316,13.294633,14,4428,40,1400,316.28571,491.54239,0.84073,1.64796,131.37023,0.000017,12.387324,1.03027,3.28012,13.393468,chat
48218,6,443,12,5060,40,1400,421.66667,532.84931,-0.56185,1.06455,153.82035,0.000001,8.917236,0.86944,2.54606,9.563892,14,4492,40,1400,320.85714,497.09511,0.68311,1.60735,132.85426,0.000014,8.742166,0.7422,2.31084,9.648633,chat
44660,6,443,12,5060,40,1400,421.66667,532.84931,-0.56185,1.06455,153.82035,0,26.675576,2.4831,7.65071,27.314147,14,4440,40,1400,317.14286,491.07009,0.84274,1.64879,131.244,0.000015,26.501499,2.10909,7.04195,27.418214,chat
48012,6,443,18,5828,40,1400,323.77778,479.1158,0.53459,1.50606,112.92868,0.000002,0.207881,0.06262,0.07125,1.064495,17,4331,40,1400,254.76471,442.07087,2.70839,2.13684,107.21793,0.000043,0.228835,0.07293,0.07839,1.16694,chat
42379,6,443,8,536,52,82,67,15,-1.85714,0,5.3033,0.00001,84.727065,18.19239,30.80383,127.346731,11,734,40,82,66.72727,20.20392,-1.54643,-0.62364,6.09171,0.000048,84.61131,12.75466,27.02534,127.546621,chat
44552,6,80,20,8494,40,1320,424.7,577.05087,-1.13595,0.92124,129.0325,0.000007,5.622876,0.49705,1.27721,9.443929,14,2013,40,1380,143.78571,342.98775,9.98753,3.5797,91.66733,0.000005,5.622883,0.73069,1.6754,9.49902,chat
48116,6,443,15,8935,40,1400,595.66667,594.08851,-1.59581,0.36817,153.39299,0.000001,3.587562,0.31704,0.91029,4.438572,14,4515,40,1400,322.5,496.05296,0.68896,1.60948,132.57573,0.000018,3.381223,0.34921,0.88164,4.53975,chat
48118,6,443,17,10250,40,1400,602.94118,606.85917,-1.6529,0.36119,147.18497,0.000001,6.648454,0.52021,1.59511,8.323427,16,5158,40,1400,322.375,519.66009,0.75326,1.67795,129.91502,0,6.548652,0.56357,1.61701,8.453502,chat
44445,6,443,24,2294,40,144,95.58333,41.11358,-1.71577,-0.12482,8.39227,0.000202,102.144024,9.17533,22.8289,211.032515,14,1639,40,519,117.07143,120.41385,6.61586,2.76053,32.18195,0.000303,198.454212,16.24352,52.6286,211.165789,chat
44556,6,443,3,120,40,40,40,0,-3,0,0,0.000019,0.000043,0.00003,0.00001,0.000062,3,151,40,71,50.33333,14.61354,-0.75,1.06066,8.43713,0.000059,0.112627,0.05634,0.05628,0.112686,chat
47231,6,443,13,3376,40,880,259.69231,338.33993,-0.24397,1.29924,93.83861,0.000023,0.494103,0.18952,0.17533,2.27419,10,1737,40,557,173.7,187.1513,-0.43309,1.12733,59.18244,0.000907,0.635361,0.25279,0.22038,2.275142,chat
47839,6,443,12,1522,40,847,126.83333,221.10361,7.24872,3.10106,63.82711,0.000004,3.275403,0.33843,0.93057,3.72278,14,2050,40,557,146.42857,172.14102,0.6674,1.57555,46.00662,0.000031,3.315453,0.29597,0.87319,3.84758,chat
39537,6,443,24,11303,40,1320,470.95833,552.19173,-1.12689,0.87247,112.71566,0.000001,39.407659,2.31659,8.03252,53.281622,15,2728,40,1400,181.86667,333.55317,9.72433,3.43318,86.12306,0.000002,0.594965,0.15257,0.17442,2.13598,chat
43958,6,80,13,1022,40,320,78.61538,83.27668,3.49727,2.31514,23.0968,0.000011,4.928028,0.90707,1.39477,10.884895,9,606,40,242,67.33333,62.41083,4.69612,2.67684,20.80361,0.000039,0.787208,0.16414,0.24517,1.313098,chat
44558,6,443,3,120,40,40,40,0,-3,0,0,0.000041,0.000042,0.00004,0,0.000083,3,151,40,71,50.33333,14.61354,-0.75,1.06066,8.43713,0.00003,0.101968,0.051,0.05097,0.101998,chat
48176,6,443,13,5123,40,1400,394.07692,520.61923,-0.29626,1.19105,144.39379,0.000001,7.43818,0.69681,2.03502,8.361741,15,4531,40,1400,302.06667,485.23362,1.02958,1.71464,125.28678,0.000003,7.219377,0.60463,1.83877,8.464815,chat
43426,6,80,6,730,40,320,121.66667,107.53242,-0.39195,1.12104,43.89993,0.000009,0.227797,0.08238,0.10168,0.411917,9,618,40,242,68.66667,61.93904,4.69559,2.67465,20.64635,0.000106,0.115908,0.06396,0.05043,0.511643,chat
48146,6,443,16,6421,40,1400,401.3125,540.55813,-0.38985,1.20906,135.13953,0.000002,19.312441,1.3545,4.80051,20.317563,18,5241,40,1400,291.16667,498.1931,1.37438,1.85644,117.42524,0.000011,19.242865,1.19999,4.51174,20.399856,chat
44718,6,443,15,5192,40,1400,346.13333,499.97025,0.24582,1.40941,129.09176,0.000001,0.27105,0.08042,0.0984,1.125923,18,9122,40,1400,506.77778,625.98336,-1.4096,0.73773,147.54569,0.000008,0.311674,0.07246,0.08574,1.23188,chat
45161,6,80,6,730,40,320,121.66667,107.53242,-0.39195,1.12104,43.89993,0.000015,0.454315,0.14999,0.19023,0.749939,9,606,40,242,67.33333,62.41083,4.69612,2.67684,20.80361,0.000044,0.295122,0.11095,0.11833,0.887598,chat
